name1,name2,C.ij.bray,E.ij.bray,ST.ij.bray,NST.ij.bray,MST.ij.bray
LYG3_FDME210455384-1r,BH6_FDSW220017126-1r,0.016635,0.18835458,0.825375543,0.356230937,0.07289508
LYG5_FDME210455386-1r,BH6_FDSW220017126-1r,0.0135265,0.171586145,0.839773045,0.41773422,0.066201092
LYG6_FDME210455387-1r,BH6_FDSW220017126-1r,0.0218387,0.183468312,0.8347618,0.396327172,0.099363821
LYG7_FDME210455388-1r,BH6_FDSW220017126-1r,0.0175346,0.187059771,0.82744922,0.365089276,0.077563396
LYG11_FDME210455392-2r,BH6_FDSW220017126-1r,0.009679,0.12606234,0.882479176,0.600166359,0.067756286
LYG13_FDME210455394-1a,BH6_FDSW220017126-1r,0.0128391,0.154857664,0.856134331,0.487626393,0.070981274
LYG15_FDME210455396-1a,BH6_FDSW220017126-1r,0.008419,0.092019255,0.915689939,0.742036166,0.083778049
NB1_FDME210455352-1r,BH6_FDSW220017126-1r,0.0097209,0.193653304,0.814262056,0.308756321,0.04087387
NB2_FDME210455353-1r,BH6_FDSW220017126-1r,0.0056614,0.192316013,0.812282644,0.300300667,0.023911982
NB4_FDME210455355-1r,BH6_FDSW220017126-1r,0.0084301,0.195968764,0.810866925,0.294252994,0.034881525
NB6_FDME210455357-1r,BH6_FDSW220017126-1r,0.0082243,0.195410684,0.811261373,0.295937997,0.034143767
NB7_FDME210455358-1r,BH6_FDSW220017126-1r,0.0092567,0.194005997,0.813524556,0.305605866,0.038816082
NB11_FDME210455362-1b,BH6_FDSW220017126-1r,0.0075548,0.195394524,0.810730382,0.29366971,0.031346354
NB12_FDME210455363-1r,BH6_FDSW220017126-1r,0.0069439,0.191574243,0.814078637,0.307972794,0.029507519
NB15_FDME210455366-1r,BH6_FDSW220017126-1r,0.0061537,0.192648295,0.812350667,0.300591247,0.025948645
SY1_FDME210455397-2a,BH6_FDSW220017126-1r,0.0113563,0.095190195,0.915203126,0.739956596,0.109184788
SY3_FDME210455399-2a,BH6_FDSW220017126-1r,0.0239305,0.123894073,0.897585599,0.664698009,0.173371265
