name1,name2,C.ij.bray,E.ij.bray,ST.ij.bray,NST.ij.bray,MST.ij.bray
CXD_1609_FDSW210423241-1r,BH4_FDSW220017124-1r,0.0503264,0.359615925,0.674320182,0.113662003,0.094367643
CXD_1610_FDSW210423242-1r,BH4_FDSW220017124-1r,0.0519341,0.360558583,0.674469377,0.114134326,0.097149151
CXD_1611_FDSW210423243-1r,BH4_FDSW220017124-1r,0.0559538,0.358815361,0.679187776,0.129071894,0.105912793
CXD_1612_FDSW210423244-1r,BH4_FDSW220017124-1r,0.0580637,0.348434775,0.691729606,0.16877698,0.115270872
CXD_1613_FDSW210423245-1r,BH4_FDSW220017124-1r,0.0569439,0.34953023,0.689746634,0.162499262,0.112370433
BH8_FDSW220017128-1r,BH6_FDSW220017126-1r,0.829251,0.309057185,0.372694377,-0.841228846,0.092101967
BH10_FDSW220017130-1r,BH6_FDSW220017126-1r,0.7800036,0.323470203,0.414703474,-0.708235907,0.134854772
BH12_FDSW220017132-1r,BH6_FDSW220017126-1r,0.8195183,0.315329138,0.38477376,-0.802987782,0.101427746
BH14_FDSW220017134-1r,BH6_FDSW220017126-1r,0.6488249,0.282676213,0.435674114,-0.641846788,0.213289874
BH15_FDSW220017135-1r,BH6_FDSW220017126-1r,0.6793201,0.291572297,0.429211939,-0.662304824,0.194288904
DD1_FDSW220008388-1r,BH6_FDSW220017126-1r,0.0525913,0.346600754,0.689669881,0.162256278,0.10464673
DD3_FDSW220008390-2r,BH6_FDSW220017126-1r,0.0542846,0.339115322,0.698819833,0.191223312,0.111865058
DD5_FDSW220008392-2r,BH6_FDSW220017126-1r,0.0555037,0.348616826,0.689661964,0.162231215,0.109801902
DD7_FDSW220008394-1r,BH6_FDSW220017126-1r,0.051566,0.34710231,0.688395492,0.1582218,0.102268988
DD9_FDSW220008396-1r,BH6_FDSW220017126-1r,0.0580834,0.347973168,0.692234145,0.170374258,0.115547164
DD11_FDSW220008398-1r,BH6_FDSW220017126-1r,0.0562806,0.349195458,0.689616576,0.162087525,0.11114702
DD13_FDSW220008400-2r,BH6_FDSW220017126-1r,0.0548998,0.351813881,0.685838516,0.150126894,0.107023626
DD15_FDSW220008402-2r,BH6_FDSW220017126-1r,0.0532987,0.345573159,0.69127067,0.167324074,0.106616579
DY2_FDME210438600-1b,BH6_FDSW220017126-1r,0.0075311,0.303855823,0.701426691,0.199476138,0.017384938
DY3_FDME210438601-1r,BH6_FDSW220017126-1r,0.0592876,0.192639287,0.858243936,0.695930188,0.264137311
DY6_FDME210438604-1r,BH6_FDSW220017126-1r,0.0038632,0.283533192,0.719245397,0.255886825,0.009799871
DY7_FDME210438605-1r,BH6_FDSW220017126-1r,0.0018537,0.252612729,0.748775275,0.349372894,0.005494595
DY10_FDME210438608-1r,BH6_FDSW220017126-1r,0.0045418,0.312160799,0.690977483,0.1663959,0.010053413
DY11_FDME210438609-1r,BH6_FDSW220017126-1r,0.0022968,0.273655385,0.728016723,0.283655204,0.006110272
DY13_FDME210438611-1b,BH6_FDSW220017126-1r,0.0011164,0.208494565,0.792390059,0.487449139,0.004242913
