,BH2,BH6,BH10,BH14,BH15,DD1,DD5,DD9,DD13,DD15,DY2,DY6,DY10,DY13,DY15,LYG1,LYG5,LYG7,LYG13,LYG15,NB1,NB4,NB7,NB12,NB15,SY1,SY7,SY11,SY13,SY15,ST1,ST7,ST10,ST13,ST15,WZ1,WZ5,WZ10,WZ14,WZ15,XM2,XM6,XM10,XM14,XM15,YC1,YC5,YC9,YC13,YC15,ZH1,ZH5,ZH9,ZH13,ZH15,QD4,QD9,QD10,QD12,QD13
C20H39O4N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,85,15,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H39O5N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
C20H39O5N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H39O5NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H39O6NS,0,0,0,0,0,22,481,137,183,37,0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,0,31,37,0,0,0,0,5,0,0,0,0,0
C20H39O7N,103,93,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,6,0,0,0,0,0,0,0,0,0,0,25,0,0,31,77,0,0,0,0,0,33,0,0,0,0,0,0
C20H39O7NS,0,0,0,0,0,4,101,21,123,6,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,117,0,3,4,0,0,538,57,264,0,0,0,0,0,0,67,170,158,117,201,0,0,0,0,2,0,7,0,0,0
C20H39O8N,0,114,97,0,42,0,42,0,127,0,0,0,0,0,0,0,0,10,7,8,42,106,0,0,0,0,0,1,1,2,206,96,8,1,0,0,0,0,0,0,0,5,0,0,0,14,83,128,48,49,49,0,33,155,8,0,0,0,0,0
C20H39O8N3S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,19,0,0,0,0,0,0,0,0,0,0,0
C20H39O9N,171,108,69,169,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,8,26,0,0,0,0,0,0,0,0,0,122,0,5,1,0,0,0,0,0,0,0,6,170,48,0,13,61,83,0,48,0,0,0,88,4,0,0,0,0,0
C20H39O9N3S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,25,0,0,0,0,0,0,0,0,0,0,0
C20H39ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0
C20H40O12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H40O17N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0
C20H40O3N2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0
C20H40O6,717,370,800,646,1199,668,2966,1903,361,784,1078,1875,1036,2680,297,1100,686,162,233,260,1217,1500,524,2043,804,634,619,123,242,161,220,769,122,19,1028,1704,1876,1492,2999,701,227,51,500,206,792,684,960,645,829,1230,1028,638,1212,489,337,2537,4428,1476,3844,1355
C20H40O6S,0,0,0,0,0,7,215,46,227,9,0,0,0,0,0,242,129,27,29,36,70,159,7,62,0,128,69,3,6,2,0,313,7,2,0,0,0,2,83,0,0,11,0,0,153,56,159,118,124,139,107,0,32,305,0,0,60,19,0,0
C20H40O7,0,0,36,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,56,0,14,102,0,0,0,0,0,0
C20H40O7N2S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H40O7S,295,108,142,0,0,7,170,43,202,17,0,0,0,0,0,252,132,0,25,0,86,116,3,0,0,117,86,7,8,4,185,371,18,1,0,0,0,0,0,0,0,7,0,34,0,65,198,113,146,94,217,0,67,236,14,0,33,0,0,0
C20H40O8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,33,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H40O8S,0,64,0,0,0,10,124,63,176,24,0,0,0,0,0,283,0,0,24,12,0,139,0,0,0,95,0,0,5,0,734,0,92,13,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,43,0,0,0,0,33
C20H40O9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H40O9S,137,158,57,0,49,0,0,0,122,5,0,0,2,0,0,0,0,0,0,0,57,0,0,0,0,0,19,0,2,0,193,127,21,4,0,0,0,0,0,0,0,1,0,0,0,16,99,0,58,60,0,0,0,225,14,0,12,0,0,0
C20H41O12N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H41O12NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H41O13NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H41O16N3,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H41O8N,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H41O8NS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H41O9N3S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,6,0,0,0,0,0,0,0
C20H41ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H42O11S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H42O13S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H42O15N2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H42O22N2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H42O4N2,177,120,88,0,93,12,154,21,0,0,115,217,108,238,129,250,0,42,0,0,426,285,73,308,36,323,569,87,47,11,137,200,0,0,63,571,795,168,1122,219,0,38,0,170,1174,30,150,127,63,186,113,535,103,170,33,470,83,33,611,398
C20H42O7N2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H42O7S,349,0,108,289,0,81,562,300,252,54,56,0,12,0,34,0,92,0,0,16,197,239,159,282,32,147,150,19,18,4,145,434,0,15,295,0,343,45,0,197,119,0,0,89,364,73,409,108,113,250,352,462,370,520,59,0,81,31,0,161
C20H42O8N2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H42O8S,421,123,174,0,218,346,1182,1115,576,370,226,355,47,0,170,368,264,68,68,105,339,417,269,535,68,285,314,76,85,41,244,996,67,54,623,0,730,124,411,461,334,54,235,255,719,181,722,328,321,444,471,533,540,640,116,439,262,172,0,517
C20H42O9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,239
C20H42O9N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H43O10N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,10,0,0,0,0,0,0,0,0,4,0,0
C20H43O12NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,93,0,15,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H43O13NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,47,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H43O18N3S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0
C20H43O8N3S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H44O15N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H44O15N2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H44O17N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
C20H44O3N2S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H32O10,306,259,186,0,198,16,232,103,267,51,0,49,0,0,9,191,110,23,0,26,196,181,9,114,0,101,91,8,15,3,368,194,32,3,80,0,0,6,0,0,228,33,266,248,0,195,288,292,257,277,138,102,91,294,45,0,20,8,0,0
C21H32O10S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,1,0,147,9,0,0,0,0,0,0,0,0,0,0,37,108,22,142,0,0,77,0,0,0,123,2,0,0,0,0,0
C21H32O11,42,0,0,0,0,2,0,0,174,11,0,0,0,0,0,0,0,0,0,0,57,0,8,0,0,0,0,0,0,1,0,0,2,0,14,0,0,0,0,0,37,0,0,42,0,15,74,0,0,52,0,99,18,88,2,0,0,0,0,0
C21H32O11S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,64,0,0,25,0,0,0,0,0,0,0,0,0,0
C21H32O12,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C21H32O12S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H32O3N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H32O4N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H32O5N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H32O7,1055,1128,1319,1031,1287,267,765,789,1189,503,73,173,11,0,109,708,1126,616,791,637,1034,843,238,655,83,385,725,115,323,245,2620,1076,1399,288,489,777,931,192,852,183,1348,813,1057,1819,1383,1157,1089,1181,1091,1111,1014,692,978,1093,1288,903,571,202,0,462
C21H32O7S,0,99,54,0,43,8,127,46,303,33,0,0,0,0,0,373,289,71,43,55,34,0,0,0,0,78,143,10,13,21,220,452,35,3,84,0,0,0,0,0,0,10,167,56,0,213,371,297,332,293,291,90,96,274,16,226,179,0,0,0
C21H32O8,984,1130,1213,959,1128,288,895,731,1107,423,85,0,14,0,87,673,898,461,529,442,934,861,199,558,108,328,541,71,218,134,1699,803,625,100,446,652,1014,161,898,249,1045,599,939,1518,1451,911,1016,1053,866,1012,610,460,662,1034,733,759,495,177,284,505
C21H32O8S,0,0,0,0,17,4,94,38,231,18,0,0,0,0,0,370,361,62,46,57,34,0,0,0,0,104,75,2,18,6,178,404,18,2,0,0,0,0,0,0,0,10,174,71,0,170,308,200,250,224,219,0,51,258,10,0,88,0,0,0
C21H32O9,577,596,587,476,536,81,414,278,612,138,0,65,0,0,18,273,344,138,171,105,526,398,63,317,19,144,247,21,66,34,807,374,149,15,204,0,480,41,397,0,690,206,410,795,732,459,582,663,503,555,310,303,233,554,176,456,151,55,0,0
C21H32O9S,0,0,0,0,0,0,54,0,0,6,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,68,61,6,0,5,0,297,7,0,0,0,0,0,0,0,0,5,0,0,0,89,275,0,0,126,98,0,37,158,9,0,55,0,0,0
C21H33O11N,125,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,56,0,54,0,0,0,0
C21H33O12N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H33O13N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0
C21H33O16N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H33O3N,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H33O4N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0
C21H33O4N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,628,169,103,70,52,123,0,3,2,65,0,0,0,0,0,0,0,0,0,0,6,0,71,0,0,80,103,36,0,8,0,0,0,0,0
C21H33O4NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
C21H33O5N,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,4,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,19,0,64,40,27,33,0,0,64,3,0,0,0,0,0
C21H33O5N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,676,170,112,86,82,137,0,8,0,57,0,0,0,0,0,0,0,0,0,0,0,85,62,40,53,88,89,27,105,7,0,0,0,0,0
C21H33O6N,38,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,164,77,18,1,43,0,0,0,0,0,0,2,0,0,0,35,54,111,50,38,54,0,31,136,8,0,0,0,0,0
C21H33O7N,0,137,105,194,96,0,79,16,0,4,0,0,0,0,0,0,0,10,12,9,100,124,2,47,0,0,35,2,5,0,159,119,18,2,0,0,0,0,0,0,0,11,0,80,0,52,117,146,113,87,87,90,28,196,16,0,9,0,0,0
C21H33O7N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,82,0,0,0,0,0,0
C21H33O8N,233,255,167,153,120,6,0,24,128,6,0,0,0,0,0,0,78,30,30,31,84,103,2,0,0,0,32,1,2,1,173,182,16,1,0,0,0,0,0,0,108,10,151,125,0,62,145,183,80,99,100,83,32,215,8,163,34,0,0,0
C21H33O9N,218,190,159,288,102,3,0,0,157,2,0,0,0,0,1,0,0,18,0,8,64,102,0,0,0,0,0,1,0,0,176,196,15,1,0,0,0,0,0,0,174,30,238,129,0,46,141,158,99,88,92,127,0,212,14,0,17,0,0,0
C21H34O10,239,233,169,0,141,27,212,64,327,58,0,0,0,0,7,0,114,46,47,23,177,172,20,108,0,0,137,9,10,5,370,126,37,6,0,0,0,4,0,0,262,60,277,289,0,205,302,357,270,316,108,104,53,229,37,0,0,9,0,0
C21H34O10N2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
C21H34O11,187,139,68,0,73,11,110,0,180,15,0,0,0,0,6,0,0,0,0,0,105,0,10,55,0,172,0,13,8,0,0,0,1,0,0,0,110,0,0,0,74,5,0,84,0,37,147,0,69,96,0,105,0,92,5,0,20,0,0,0
C21H34O13,0,0,0,0,0,1,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H34O4N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H34O5N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H34O5N2S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
C21H34O6N2S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H34O7,1229,1284,1293,1182,1447,339,773,684,1226,497,68,149,12,0,83,796,1114,764,902,765,1137,902,275,692,93,457,845,234,444,388,2704,944,1905,358,453,732,1006,183,707,169,1703,1175,1046,1932,1376,1320,1263,1351,1197,1294,872,608,912,1217,1535,683,485,174,0,441
C21H34O7S,64,0,0,0,0,13,0,40,245,13,0,0,0,0,0,385,327,45,0,52,43,108,0,0,0,92,122,10,27,20,187,512,42,3,0,0,0,0,0,0,160,33,182,109,167,203,363,274,305,232,394,0,115,276,22,0,152,27,0,0
C21H34O8,1021,1050,1096,901,1061,185,616,542,973,329,58,136,8,0,61,500,745,445,519,338,883,688,204,462,53,414,599,91,233,129,1618,691,613,107,372,619,802,97,643,0,1228,653,729,1656,1194,1004,974,1017,917,905,575,420,540,921,668,433,229,96,0,266
C21H34O8N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,75,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H34O8N2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H34O9,677,542,582,520,485,96,486,277,709,211,0,0,0,0,7,311,438,161,226,137,540,419,69,255,24,216,306,39,98,57,949,359,214,41,185,0,546,28,358,0,774,298,504,1141,846,560,683,702,581,668,274,263,280,524,234,383,130,69,0,280
C21H34O9S,0,0,11,0,0,3,0,0,136,2,0,0,0,0,0,0,0,25,0,12,0,0,0,0,0,74,120,12,21,14,0,365,22,2,0,0,0,0,0,0,0,9,0,93,154,106,296,0,0,141,145,0,53,254,15,0,39,0,0,0
C21H35O10N,164,242,175,0,108,0,0,8,114,1,0,0,0,0,0,0,0,19,0,9,78,122,0,0,0,0,0,0,0,0,186,111,8,1,0,0,0,0,0,0,0,7,168,87,0,45,129,0,86,117,75,0,22,190,4,0,24,0,0,0
C21H35O11N,0,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,82,7,0,0,0,0,0,0,0,0,0,0,0,0,16,57,0,0,38,0,121,0,88,0,0,0,0,0,0
C21H35O12N,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H35O2N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
C21H35O4N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0
C21H35O4N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H35O5N,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,1,156,81,18,2,0,0,0,0,0,0,0,5,0,80,0,2,0,0,0,0,43,0,16,0,4,0,0,0,0,0
C21H35O5N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,98,34,4,5,3,103,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,111,6,0,0,0,0,0
C21H35O6N,0,0,0,0,0,0,0,10,123,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,156,0,11,2,0,0,0,0,0,0,0,0,0,18,0,0,55,93,39,44,0,0,24,114,7,0,0,0,0,0
