,distv_num,dist_loca_num,Type
3224,-2.603319218,5.794732382,Host
9440,-2.602534055,6.255168341,Virus
3299,-2.602444836,6.204440095,Host
6948,-2.600350052,5.723030061,Virus
6124,-2.599322943,5.350435739,Virus
9779,-2.598939766,6.319760596,Virus
7055,-2.598823042,5.766225705,Virus
6956,-2.598309522,5.723030061,Virus
10168,-2.598186898,6.448694422,Virus
7051,-2.596297601,5.766225705,Virus
3330,-2.595323593,6.367504144,Host
6916,-2.595128086,5.723030061,Virus
1162,-2.594889232,5.723030061,Host
1631,-2.593890373,5.350435739,Host
7056,-2.593154506,5.766225705,Virus
6125,-2.593129358,5.350435739,Virus
6122,-2.592623804,5.350435739,Virus
1613,-2.592531127,5.766225705,Host
7817,-2.592389662,5.970751066,Virus
913,-2.592208458,5.723030061,Host
9898,-2.591570389,6.322060537,Virus
3432,-2.590366394,6.367504144,Host
7111,-2.59023692,5.794732382,Virus
9435,-2.590042974,6.255168341,Virus
6904,-2.589597132,5.723030061,Virus
3040,-2.588797877,6.204440095,Host
6346,-2.588595741,5.507657415,Virus
1019,-2.588245167,6.448694422,Host
10205,-2.588178794,6.448694422,Virus
7108,-2.588086048,5.794732382,Virus
3225,-2.58794072,5.794732382,Host
3041,-2.587873036,6.204440095,Host
1828,-2.586541243,6.167947556,Host
3279,-2.586055649,6.367504144,Host
1352,-2.58580336,6.448694422,Host
3062,-2.585301378,5.794732382,Host
6378,-2.585239363,5.507657415,Virus
6126,-2.585181293,5.350435739,Virus
1080,-2.585097861,5.723030061,Host
7139,-2.584740672,5.794732382,Virus
1574,-2.584196121,5.970751066,Host
10181,-2.582262892,6.448694422,Virus
7818,-2.581844603,5.970751066,Virus
10209,-2.5812489,6.448694422,Virus
9806,-2.581238714,6.319760596,Virus
9832,-2.581173457,6.319760596,Virus
857,-2.580356028,6.448694422,Host
10221,-2.579280447,6.448694422,Virus
10176,-2.578942013,6.448694422,Virus
6121,-2.578878605,5.350435739,Virus
6345,-2.577850951,5.507657415,Virus
1829,-2.577063273,6.167947556,Host
3197,-2.577040245,6.204440095,Host
9015,-2.576422794,6.204440095,Virus
1575,-2.575255459,5.970751066,Host
9900,-2.574933602,6.322060537,Virus
3196,-2.574703633,6.204440095,Host
1191,-2.574635366,6.448694422,Host
7112,-2.573141625,5.794732382,Virus
1109,-2.573048573,6.448694422,Host
3072,-2.57212803,6.367504144,Host
7050,-2.571856428,5.766225705,Virus
3068,-2.570878571,6.367504144,Host
8140,-2.570785232,6.049067775,Virus
1832,-2.570658505,6.167947556,Host
7855,-2.570475001,5.970751066,Virus
3195,-2.570340572,6.204440095,Host
6912,-2.569524315,5.723030061,Virus
3430,-2.569506619,6.367504144,Host
3280,-2.569495655,6.367504144,Host
10193,-2.569359556,6.448694422,Virus
1628,-2.56928734,5.350435739,Host
6128,-2.569200776,5.350435739,Virus
3201,-2.568485157,6.204440095,Host
3226,-2.566482196,5.794732382,Host
6127,-2.566440733,5.350435739,Virus
7852,-2.566317746,5.970751066,Virus
6936,-2.564100356,5.723030061,Virus
6377,-2.564085815,5.507657415,Virus
8138,-2.562782017,6.049067775,Virus
9050,-2.561721026,6.204440095,Virus
6383,-2.561490335,5.507657415,Virus
6928,-2.559836514,5.723030061,Virus
1573,-2.559111465,5.970751066,Host
7140,-2.558827111,5.794732382,Virus
9099,-2.557882562,6.210694031,Virus
1612,-2.557166738,5.766225705,Host
7053,-2.557129935,5.766225705,Virus
10192,-2.556446819,6.448694422,Virus
7084,-2.555396958,5.766225705,Virus
1602,-2.55479731,6.049067775,Host
9434,-2.553967759,6.255168341,Virus
9838,-2.553295466,6.319760596,Virus
6944,-2.553289983,5.723030061,Virus
9042,-2.553034692,6.204440095,Virus
9811,-2.552457502,6.319760596,Virus
7083,-2.55200424,5.766225705,Virus
3222,-2.551760811,5.794732382,Host
3223,-2.551243899,5.794732382,Host
7854,-2.550943325,5.970751066,Virus
3075,-2.549535755,6.367504144,Host
7088,-2.549322355,5.766225705,Virus
1505,-2.549022769,6.377449076,Host
7144,-2.54843041,5.794732382,Virus
7086,-2.547848657,5.766225705,Virus
3431,-2.547830515,6.367504144,Host
1102,-2.547704529,6.448694422,Host
6920,-2.547594761,5.723030061,Virus
938,-2.547209621,6.448694422,Host
6952,-2.546360607,5.723030061,Virus
3065,-2.545833231,5.794732382,Host
10177,-2.54581011,6.448694422,Virus
10216,-2.545309471,6.448694422,Virus
9013,-2.545009246,6.204440095,Virus
7774,-2.544817401,5.969352378,Virus
8137,-2.544518951,6.049067775,Virus
3227,-2.544435924,6.367504144,Host
7851,-2.544319849,5.970751066,Virus
7098,-2.543959211,5.794732382,Virus
8846,-2.543668459,6.167947556,Virus
3249,-2.543378744,6.204440095,Host
9051,-2.542353015,6.204440095,Virus
9014,-2.542252655,6.204440095,Virus
6960,-2.542240142,5.723030061,Virus
10217,-2.542179322,6.448694422,Virus
8176,-2.541388068,6.049067775,Virus
9822,-2.54092706,6.319760596,Virus
7087,-2.540607217,5.766225705,Virus
3063,-2.539983988,5.794732382,Host
8142,-2.539264076,6.049067775,Virus
1184,-2.539229684,6.448694422,Host
3067,-2.537877449,5.794732382,Host
10201,-2.537650007,6.448694422,Virus
7853,-2.536392544,5.970751066,Virus
6348,-2.535454207,5.507657415,Virus
1571,-2.535282717,5.970751066,Host
1424,-2.534802839,6.377449076,Host
3200,-2.534753898,6.204440095,Host
9043,-2.533517256,6.204440095,Virus
10200,-2.533220945,6.448694422,Virus
3290,-2.533193053,5.969352378,Host
1634,-2.531845915,5.350435739,Host
7849,-2.530264305,5.970751066,Virus
3199,-2.529922366,6.204440095,Host
6380,-2.529895459,5.507657415,Virus
6349,-2.528696822,5.507657415,Virus
3428,-2.528209914,6.367504144,Host
7856,-2.528180065,5.970751066,Virus
1345,-2.528132082,6.448694422,Host
1892,-2.527942355,6.210694031,Host
8143,-2.527906092,6.049067775,Virus
1964,-2.527507892,6.210694031,Host
7081,-2.527263462,5.766225705,Virus
8848,-2.525891265,6.167947556,Virus
1598,-2.525114955,6.049067775,Host
3231,-2.522759415,6.367504144,Host
850,-2.522237193,6.448694422,Host
9125,-2.521982333,6.210694031,Virus
6381,-2.517486956,5.507657415,Virus
8139,-2.51577157,6.049067775,Virus
7101,-2.515349856,5.794732382,Virus
2620,-2.514346671,6.261948077,Host
3064,-2.514203773,5.794732382,Host
8841,-2.514151325,6.167947556,Virus
3066,-2.512874792,5.794732382,Host
9049,-2.511558828,6.204440095,Virus
8844,-2.510898798,6.167947556,Virus
9018,-2.509795671,6.204440095,Virus
1633,-2.509204554,5.350435739,Host
8845,-2.509109582,6.167947556,Virus
10224,-2.509055721,6.448694422,Virus
2615,-2.508599758,6.261948077,Host
7109,-2.508479437,5.794732382,Virus
8172,-2.508430586,6.049067775,Virus
7850,-2.508056754,5.970751066,Virus
3234,-2.507960552,6.367504144,Host
7082,-2.507777008,5.766225705,Virus
3242,-2.507073505,5.969352378,Host
942,-2.506759153,6.448694422,Host
1266,-2.506231086,6.448694422,Host
9128,-2.506002776,6.210694031,Virus
9041,-2.505630995,6.204440095,Virus
3220,-2.505570097,5.794732382,Host
3295,-2.50487567,5.969352378,Host
7085,-2.504803078,5.766225705,Virus
3294,-2.504259784,5.969352378,Host
3417,-2.504054439,5.794732382,Host
9830,-2.503982783,6.319760596,Virus
1020,-2.503782941,6.448694422,Host
765,-2.503703341,6.448694422,Host
1632,-2.503334815,5.350435739,Host
10164,-2.503285618,6.448694422,Virus
3291,-2.502285365,5.969352378,Host
1627,-2.501544707,5.350435739,Host
6384,-2.50109675,5.507657415,Virus
1600,-2.500336759,6.049067775,Host
8170,-2.500182871,6.049067775,Virus
1509,-2.499497449,6.377449076,Host
8141,-2.499483695,6.049067775,Virus
3243,-2.499345591,5.969352378,Host
3426,-2.495738471,6.367504144,Host
8876,-2.495568789,6.167947556,Virus
3073,-2.494475227,6.367504144,Host
3419,-2.494280982,5.794732382,Host
8877,-2.494200819,6.167947556,Virus
10172,-2.49319261,6.448694422,Virus
10184,-2.492988012,6.448694422,Virus
3230,-2.492366981,6.367504144,Host
10212,-2.491427216,6.448694422,Virus
3074,-2.490986013,6.367504144,Host
9803,-2.490514035,6.319760596,Virus
1597,-2.49002405,6.049067775,Host
2492,-2.489630782,6.322060537,Host
10208,-2.489216472,6.448694422,Virus
8843,-2.489086332,6.167947556,Virus
9819,-2.488801205,6.319760596,Virus
3244,-2.488772863,5.969352378,Host
2614,-2.4882145,6.261948077,Host
1630,-2.48779029,5.350435739,Host
3245,-2.487078572,5.969352378,Host
8174,-2.486408009,6.049067775,Virus
8842,-2.485874499,6.167947556,Virus
8169,-2.484675715,6.049067775,Virus
8878,-2.482689961,6.167947556,Virus
10196,-2.482248454,6.448694422,Virus
2616,-2.481341529,6.261948077,Host
8873,-2.480728439,6.167947556,Virus
3427,-2.479340162,6.367504144,Host
2489,-2.479052929,6.322060537,Host
3420,-2.478862804,5.794732382,Host
8847,-2.478704514,6.167947556,Virus
3232,-2.478159676,6.367504144,Host
3241,-2.47735301,5.969352378,Host
3424,-2.477330459,5.794732382,Host
1596,-2.477133122,6.049067775,Host
9835,-2.475734515,6.319760596,Virus
3422,-2.475649605,5.794732382,Host
9019,-2.475543686,6.204440095,Virus
3293,-2.475394056,5.969352378,Host
851,-2.474790188,6.448694422,Host
1461,-2.474633102,5.766225705,Host
10029,-2.473922348,6.367504144,Virus
1346,-2.473290791,6.448694422,Host
3061,-2.473038088,5.794732382,Host
9789,-2.471905361,6.319760596,Virus
3167,-2.470967367,5.794732382,Host
3292,-2.470428253,5.969352378,Host
1601,-2.470021353,6.049067775,Host
1103,-2.468726513,6.448694422,Host
1569,-2.467761494,5.507657415,Host
7138,-2.467580423,5.794732382,Virus
10188,-2.466885644,6.448694422,Virus
1185,-2.46652119,6.448694422,Host
3233,-2.465426394,6.367504144,Host
9017,-2.465267721,6.204440095,Virus
7776,-2.464202492,5.969352378,Virus
1568,-2.463358785,5.507657415,Host
7141,-2.463274426,5.794732382,Virus
3396,-2.461800951,6.204440095,Host
10031,-2.46170525,6.367504144,Virus
8880,-2.461543909,6.167947556,Virus
1463,-2.460540659,5.766225705,Host
995,-2.460107011,5.723030061,Host
3169,-2.459853151,5.794732382,Host
8171,-2.45950044,6.049067775,Virus
8175,-2.459354859,6.049067775,Virus
1819,-2.458605861,6.210694031,Host
3421,-2.458423968,5.794732382,Host
9131,-2.458276782,6.210694031,Virus
9046,-2.457801479,6.204440095,Virus
9054,-2.456771802,6.204440095,Virus
1459,-2.456395146,5.766225705,Host
3240,-2.455407092,5.969352378,Host
7770,-2.453638561,5.969352378,Virus
1595,-2.453367452,6.049067775,Host
567,-2.451880483,6.319760596,Host
1025,-2.451393262,6.448694422,Host
8875,-2.450439819,6.167947556,Virus
1271,-2.450068051,6.448694422,Host
935,-2.449831174,6.448694422,Host
3170,-2.449651047,5.794732382,Host
1462,-2.449420973,5.766225705,Host
3423,-2.447873161,5.794732382,Host
9097,-2.447630184,6.210694031,Virus
770,-2.447073955,6.448694422,Host
9781,-2.447011406,6.319760596,Virus
1508,-2.445567719,6.377449076,Host
9098,-2.445062939,6.210694031,Virus
1456,-2.444662536,5.766225705,Host
1667,-2.443855357,6.210694031,Host
1504,-2.443737493,6.377449076,Host
9534,-2.443697763,6.261948077,Virus
8173,-2.443624116,6.049067775,Virus
3174,-2.442587305,5.794732382,Host
1599,-2.442271508,6.049067775,Host
9022,-2.442102579,6.204440095,Virus
10030,-2.441908001,6.367504144,Virus
8879,-2.441788699,6.167947556,Virus
9055,-2.440808225,6.204440095,Virus
1503,-2.439964008,6.377449076,Host
3172,-2.439745004,5.794732382,Host
7775,-2.439195294,5.969352378,Virus
9813,-2.438853863,6.319760596,Virus
655,-2.438737409,6.319760596,Host
112,-2.435514465,6.319760596,Host
3069,-2.435246844,6.367504144,Host
1241,-2.434349471,5.723030061,Host
9053,-2.43369709,6.204440095,Virus
3418,-2.432350588,5.794732382,Host
7106,-2.4322304,5.794732382,Virus
7773,-2.431942557,5.969352378,Virus
3171,-2.431773676,5.794732382,Host
1078,-2.431472445,5.723030061,Host
9034,-2.431229226,6.204440095,Virus
9045,-2.430001508,6.204440095,Virus
740,-2.428889577,5.723030061,Host
7772,-2.428618469,5.969352378,Virus
9047,-2.428024554,6.204440095,Virus
1460,-2.427104793,5.766225705,Host
7771,-2.426225117,5.969352378,Virus
1565,-2.425320049,5.507657415,Host
2299,-2.424981218,6.322060537,Host
9035,-2.424249641,6.204440095,Virus
2680,-2.4241258,6.261948077,Host
3228,-2.423893055,6.367504144,Host
856,-2.422890835,6.448694422,Host
18,-2.422620331,6.319760596,Host
3114,-2.422187453,5.794732382,Host
3229,-2.421925657,6.367504144,Host
8874,-2.420699136,6.167947556,Virus
826,-2.42029634,5.723030061,Host
1351,-2.418364591,6.448694422,Host
1564,-2.417853753,5.507657415,Host
1108,-2.417616082,6.448694422,Host
388,-2.415624802,6.319760596,Host
10180,-2.414252888,6.448694422,Virus
3173,-2.41425136,5.794732382,Host
9023,-2.413934074,6.204440095,Virus
1190,-2.413809688,6.448694422,Host
3039,-2.413677605,6.204440095,Host
2799,-2.413598841,6.261948077,Host
3116,-2.413586493,5.794732382,Host
9795,-2.413056526,6.319760596,Virus
1321,-2.412086796,5.723030061,Host
205,-2.410784944,6.319760596,Host
1891,-2.409865899,6.210694031,Host
9021,-2.409448277,6.204440095,Virus
9973,-2.409295041,6.367504144,Virus
2298,-2.405801377,6.322060537,Host
1567,-2.405479352,5.507657415,Host
1160,-2.405082605,5.723030061,Host
9533,-2.403313769,6.261948077,Virus
9100,-2.400708947,6.210694031,Virus
9827,-2.400690458,6.319760596,Virus
10204,-2.400567666,6.448694422,Virus
9115,-2.400532124,6.210694031,Virus
9903,-2.400465517,6.322060537,Virus
3168,-2.400000465,5.794732382,Host
297,-2.399709687,6.319760596,Host
10011,-2.399628515,6.367504144,Virus
1458,-2.397129669,5.766225705,Host
9430,-2.396986407,6.255168341,Virus
3071,-2.395462332,6.367504144,Host
1021,-2.395398406,6.448694422,Host
9425,-2.394836787,6.255168341,Virus
911,-2.394592264,5.723030061,Host
3289,-2.394402649,5.969352378,Host
6366,-2.391953738,5.507657415,Virus
9103,-2.391107782,6.210694031,Virus
10032,-2.390916325,6.367504144,Virus
3198,-2.390787438,6.204440095,Host
10028,-2.390272232,6.367504144,Virus
10220,-2.389752855,6.448694422,Virus
10025,-2.389129398,6.367504144,Virus
1415,-2.38881926,5.507657415,Host
1267,-2.388727671,6.448694422,Host
6342,-2.388113351,5.507657415,Virus
299,-2.387782852,6.319760596,Host
9033,-2.385993942,6.204440095,Virus
2679,-2.38567927,6.261948077,Host
1457,-2.385458491,5.766225705,Host
3239,-2.38495114,5.969352378,Host
390,-2.384358453,6.319760596,Host
766,-2.384155755,6.448694422,Host
3119,-2.382717246,5.794732382,Host
9536,-2.382711217,6.261948077,Virus
3121,-2.382222521,5.794732382,Host
936,-2.381063965,6.448694422,Host
9975,-2.380857769,6.367504144,Virus
1566,-2.379205803,5.507657415,Host
478,-2.378307131,6.319760596,Host
2798,-2.376047258,6.261948077,Host
9130,-2.375900112,6.210694031,Virus
9058,-2.375821558,6.204440095,Virus
1563,-2.37194708,5.507657415,Host
9068,-2.371871548,6.204440095,Virus
1419,-2.371294633,5.970751066,Host
3117,-2.367891229,5.794732382,Host
1422,-2.367316722,5.970751066,Host
9129,-2.364978191,6.210694031,Virus
1818,-2.363671178,6.210694031,Host
1963,-2.362167859,6.210694031,Host
20,-2.361801122,6.319760596,Host
3118,-2.361634056,5.794732382,Host
207,-2.36135981,6.319760596,Host
10048,-2.360362838,6.377449076,Virus
3120,-2.358173528,5.794732382,Host
3115,-2.35734946,5.794732382,Host
114,-2.357030782,6.319760596,Host
9529,-2.356552096,6.261948077,Virus
1418,-2.356545773,5.970751066,Host
6363,-2.355547613,5.507657415,Virus
1420,-2.354213623,5.970751066,Host
9059,-2.353116371,6.204440095,Virus
9427,-2.353081917,6.255168341,Virus
1104,-2.351444485,6.448694422,Host
9038,-2.351007523,6.204440095,Virus
10044,-2.350087048,6.377449076,Virus
2682,-2.349110815,6.261948077,Host
480,-2.348500763,6.319760596,Host
1417,-2.344868237,5.970751066,Host
9805,-2.344814413,6.319760596,Virus
9429,-2.343700897,6.255168341,Virus
10163,-2.343668614,6.448694422,Virus
9431,-2.343408201,6.255168341,Virus
9797,-2.342772704,6.319760596,Virus
1447,-2.342465772,6.049067775,Host
10041,-2.342428604,6.377449076,Virus
9062,-2.342275119,6.204440095,Virus
9428,-2.342000967,6.255168341,Virus
10003,-2.341779901,6.367504144,Virus
1186,-2.340357288,6.448694422,Host
1476,-2.34033653,5.350435739,Host
1416,-2.340188804,5.970751066,Host
7766,-2.339663508,5.969352378,Virus
1421,-2.339519904,5.970751066,Host
9057,-2.338560494,6.204440095,Virus
2801,-2.337253734,6.261948077,Host
852,-2.336319129,6.448694422,Host
941,-2.334144022,6.448694422,Host
10012,-2.332969605,6.367504144,Virus
2678,-2.332687525,6.261948077,Host
9132,-2.332339551,6.210694031,Virus
2857,-2.331221562,6.261948077,Host
10026,-2.330136997,6.367504144,Virus
9409,-2.329987791,6.255168341,Virus
1347,-2.32939477,6.448694422,Host
9821,-2.328368841,6.319760596,Virus
9974,-2.327440396,6.367504144,Virus
569,-2.321877005,6.319760596,Host
9101,-2.321251906,6.210694031,Virus
9012,-2.319975759,6.204440095,Virus
1610,-2.316944014,6.167947556,Host
7763,-2.316662545,5.969352378,Virus
3092,-2.316614733,6.204440095,Host
9061,-2.315376939,6.204440095,Virus
7762,-2.314045844,5.969352378,Virus
9972,-2.313921749,6.367504144,Virus
9063,-2.313077077,6.204440095,Virus
3091,-2.312838695,6.204440095,Host
10042,-2.312290973,6.377449076,Virus
1423,-2.311640182,5.970751066,Host
1594,-2.311297551,6.210694031,Host
1443,-2.310617127,6.049067775,Host
9037,-2.309440668,6.204440095,Virus
2797,-2.308787199,6.261948077,Host
9432,-2.308188478,6.255168341,Virus
9039,-2.307772434,6.204440095,Virus
1606,-2.307182903,6.167947556,Host
9135,-2.304496961,6.210694031,Virus
9414,-2.30381464,6.255168341,Virus
657,-2.303085701,6.319760596,Host
3090,-2.302710747,6.204440095,Host
3096,-2.30239498,6.204440095,Host
2856,-2.301259261,6.261948077,Host
10162,-2.300593111,6.448694422,Virus
9133,-2.300318941,6.210694031,Virus
1608,-2.299914897,6.167947556,Host
10007,-2.298874282,6.367504144,Virus
10005,-2.298592408,6.367504144,Virus
9837,-2.298274262,6.319760596,Virus
1472,-2.297750845,5.350435739,Host
9052,-2.294827616,6.204440095,Virus
2970,-2.29477655,6.261948077,Host
1442,-2.294632826,6.049067775,Host
1473,-2.294164443,5.350435739,Host
3372,-2.293686514,5.794732382,Host
1605,-2.293141523,6.167947556,Host
7767,-2.293044471,5.969352378,Virus
1479,-2.292517822,5.350435739,Host
9976,-2.292370265,6.367504144,Virus
3369,-2.291055902,5.794732382,Host
10170,-2.289734444,6.448694422,Virus
1889,-2.289294052,6.210694031,Host
3376,-2.2892622,5.794732382,Host
3145,-2.289173338,6.204440095,Host
1445,-2.289082507,6.049067775,Host
6368,-2.28835145,5.507657415,Virus
9044,-2.288179071,6.204440095,Virus
3374,-2.288093769,5.794732382,Host
10001,-2.287137032,6.367504144,Virus
6344,-2.286832043,5.507657415,Virus
3371,-2.286740765,5.794732382,Host
7768,-2.286213481,5.969352378,Virus
10211,-2.28513229,6.448694422,Virus
9412,-2.284778344,6.255168341,Virus
9415,-2.283322902,6.255168341,Virus
6365,-2.283255859,5.507657415,Virus
3143,-2.282807551,6.204440095,Host
7765,-2.282098116,5.969352378,Virus
1609,-2.281909921,6.167947556,Host
9026,-2.28106107,6.204440095,Virus
3144,-2.280944148,6.204440095,Host
7764,-2.280870043,5.969352378,Virus
10186,-2.28086207,6.448694422,Virus
3373,-2.280812775,5.794732382,Host
1441,-2.280643972,6.049067775,Host
1593,-2.280409566,6.210694031,Host
3095,-2.280074547,6.204440095,Host
2301,-2.278249102,6.322060537,Host
3149,-2.277426028,6.204440095,Host
